source_url,source_files,download_url,local_pdf,docling_dir,local_markdown,local_markdown_chunks,docling_toc_md,docling_toc_json,docling_chunks_dir,status,notes
http://agent-trust.camel-ai.org/,LLM Trust Bench_ Research & Implementation.md,https://arxiv.org/pdf/2402.04559.pdf,knowledge_library/papers/arxiv_2402.04559.pdf,knowledge_library/docling/arxiv_2402.04559,,,knowledge_library/docling/arxiv_2402.04559/toc.md,knowledge_library/docling/arxiv_2402.04559/toc.json,knowledge_library/docling/arxiv_2402.04559/chunks,converted_existing,
https://arxiv.org/abs/2203.11171,Literature Review_ Behavioral Economics Experiments and Large Language Models.docx,https://arxiv.org/pdf/2203.11171.pdf,knowledge_library/papers/arxiv_2203.11171.pdf,knowledge_library/docling/arxiv_2203.11171,,,knowledge_library/docling/arxiv_2203.11171/toc.md,knowledge_library/docling/arxiv_2203.11171/toc.json,knowledge_library/docling/arxiv_2203.11171/chunks,converted_existing,
https://arxiv.org/abs/2301.07543,LLM Trust Bench_ Research & Implementation.md,https://arxiv.org/pdf/2301.07543.pdf,knowledge_library/papers/arxiv_2301.07543.pdf,knowledge_library/docling/arxiv_2301.07543,,,knowledge_library/docling/arxiv_2301.07543/toc.md,knowledge_library/docling/arxiv_2301.07543/toc.json,knowledge_library/docling/arxiv_2301.07543/chunks,converted_existing,
https://arxiv.org/abs/2502.03158,Literature Review_ Behavioral Economics Experiments and Large Language Models.docx,https://arxiv.org/pdf/2502.03158.pdf,knowledge_library/papers/arxiv_2502.03158.pdf,knowledge_library/docling/arxiv_2502.03158,,,knowledge_library/docling/arxiv_2502.03158/toc.md,knowledge_library/docling/arxiv_2502.03158/toc.json,knowledge_library/docling/arxiv_2502.03158/chunks,converted_existing,
https://arxiv.org/abs/2502.12504,Literature Review_ Behavioral Economics Experiments and Large Language Models.docx,https://arxiv.org/pdf/2502.12504.pdf,knowledge_library/papers/arxiv_2502.12504.pdf,knowledge_library/docling/arxiv_2502.12504,,,knowledge_library/docling/arxiv_2502.12504/toc.md,knowledge_library/docling/arxiv_2502.12504/toc.json,knowledge_library/docling/arxiv_2502.12504/chunks,converted_existing,
https://arxiv.org/abs/2512.10551,LLM Trust Bench_ Research & Implementation.md,https://arxiv.org/pdf/2512.10551.pdf,knowledge_library/papers/arxiv_2512.10551.pdf,knowledge_library/docling/arxiv_2512.10551,,,knowledge_library/docling/arxiv_2512.10551/toc.md,knowledge_library/docling/arxiv_2512.10551/toc.json,knowledge_library/docling/arxiv_2512.10551/chunks,converted_existing,
https://arxiv.org/html/2312.03664v2,LLM Trust Bench_ Research & Implementation.md,https://arxiv.org/pdf/2312.03664v2.pdf,knowledge_library/papers/arxiv_2312.03664v2.pdf,knowledge_library/docling/arxiv_2312.03664v2,,,knowledge_library/docling/arxiv_2312.03664v2/toc.md,knowledge_library/docling/arxiv_2312.03664v2/toc.json,knowledge_library/docling/arxiv_2312.03664v2/chunks,converted_existing,
https://arxiv.org/html/2501.10868v3,LLM Trust Bench_ Research & Implementation.md,https://arxiv.org/pdf/2501.10868v3.pdf,knowledge_library/papers/arxiv_2501.10868v3.pdf,knowledge_library/docling/arxiv_2501.10868v3,,,knowledge_library/docling/arxiv_2501.10868v3/toc.md,knowledge_library/docling/arxiv_2501.10868v3/toc.json,knowledge_library/docling/arxiv_2501.10868v3/chunks,converted_existing,
https://arxiv.org/html/2501.14250v2,LLM Trust Bench_ Research & Implementation.md,https://arxiv.org/pdf/2501.14250v2.pdf,knowledge_library/papers/arxiv_2501.14250v2.pdf,knowledge_library/docling/arxiv_2501.14250v2,,,knowledge_library/docling/arxiv_2501.14250v2/toc.md,knowledge_library/docling/arxiv_2501.14250v2/toc.json,knowledge_library/docling/arxiv_2501.14250v2/chunks,converted_existing,
https://arxiv.org/html/2501.16173v1,LLM Trust Bench_ Research & Implementation.md,https://arxiv.org/pdf/2501.16173v1.pdf,knowledge_library/papers/arxiv_2501.16173v1.pdf,knowledge_library/docling/arxiv_2501.16173v1,,,knowledge_library/docling/arxiv_2501.16173v1/toc.md,knowledge_library/docling/arxiv_2501.16173v1/toc.json,knowledge_library/docling/arxiv_2501.16173v1/chunks,converted_existing,
https://arxiv.org/html/2502.09053v2,LLM Trust Bench_ Research & Implementation.md,https://arxiv.org/pdf/2502.09053v2.pdf,knowledge_library/papers/arxiv_2502.09053v2.pdf,knowledge_library/docling/arxiv_2502.09053v2,,,knowledge_library/docling/arxiv_2502.09053v2/toc.md,knowledge_library/docling/arxiv_2502.09053v2/toc.json,knowledge_library/docling/arxiv_2502.09053v2/chunks,converted_existing,
https://arxiv.org/html/2508.03262v1,Literature Review_ Behavioral Economics Experiments and Large Language Models.docx,https://arxiv.org/pdf/2508.03262v1.pdf,knowledge_library/papers/arxiv_2508.03262v1.pdf,knowledge_library/docling/arxiv_2508.03262v1,,,knowledge_library/docling/arxiv_2508.03262v1/toc.md,knowledge_library/docling/arxiv_2508.03262v1/toc.json,knowledge_library/docling/arxiv_2508.03262v1/chunks,converted_existing,
https://arxiv.org/html/2509.21862v2,LLM Trust Bench_ Research & Implementation.md,https://arxiv.org/pdf/2509.21862v2.pdf,knowledge_library/papers/arxiv_2509.21862v2.pdf,knowledge_library/docling/arxiv_2509.21862v2,,,knowledge_library/docling/arxiv_2509.21862v2/toc.md,knowledge_library/docling/arxiv_2509.21862v2/toc.json,knowledge_library/docling/arxiv_2509.21862v2/chunks,converted_existing,
https://arxiv.org/html/2512.02445v1,LLM Trust Bench_ Research & Implementation.md,https://arxiv.org/pdf/2512.02445v1.pdf,knowledge_library/papers/arxiv_2512.02445v1.pdf,knowledge_library/docling/arxiv_2512.02445v1,,,knowledge_library/docling/arxiv_2512.02445v1/toc.md,knowledge_library/docling/arxiv_2512.02445v1/toc.json,knowledge_library/docling/arxiv_2512.02445v1/chunks,converted_existing,
https://arxiv.org/pdf/2301.07543,LLM Trust Bench_ Research & Implementation.md,https://arxiv.org/pdf/2301.07543.pdf,knowledge_library/papers/arxiv_2301.07543.pdf,knowledge_library/docling/arxiv_2301.07543,,,knowledge_library/docling/arxiv_2301.07543/toc.md,knowledge_library/docling/arxiv_2301.07543/toc.json,knowledge_library/docling/arxiv_2301.07543/chunks,converted_existing,
https://arxiv.org/pdf/2507.02197,LLM Trust Bench_ Research & Implementation.md,https://arxiv.org/pdf/2507.02197.pdf,knowledge_library/papers/arxiv_2507.02197.pdf,knowledge_library/docling/arxiv_2507.02197,,,knowledge_library/docling/arxiv_2507.02197/toc.md,knowledge_library/docling/arxiv_2507.02197/toc.json,knowledge_library/docling/arxiv_2507.02197/chunks,converted_existing,
https://create.t3.gg/en/introduction,LLM Trust Bench_ Research & Implementation.md,,,,knowledge_library/web/create_t3_gg_introduction.md,knowledge_library/web/chunks/create_t3_gg_introduction/01-preamble.md;knowledge_library/web/chunks/create_t3_gg_introduction/02-[ Introduction ](https---create.t3.gg-en-introduction#overview).md;knowledge_library/web/chunks/create_t3_gg_introduction/03-[The T3 Stack](https---create.t3.gg-en-introduction#the-t3-stack).md;knowledge_library/web/chunks/create_t3_gg_introduction/04-[So… what is create-t3-app- A template-](https---create.t3.gg-en-introduction#so-what-is-create-t3-app-a-template).md;knowledge_library/web/chunks/create_t3_gg_introduction/05-[T3 Axioms](https---create.t3.gg-en-introduction#t3-axioms).md;knowledge_library/web/chunks/create_t3_gg_introduction/06-[Solve Problems](https---create.t3.gg-en-introduction#solve-problems).md;knowledge_library/web/chunks/create_t3_gg_introduction/07-[Bleed Responsibly](https---create.t3.gg-en-introduction#bleed-responsibly).md;knowledge_library/web/chunks/create_t3_gg_introduction/08-[Typesafety Isn’t Optional](https---create.t3.gg-en-introduction#typesafety-isnt-optional).md;knowledge_library/web/chunks/create_t3_gg_introduction/09-More.md;knowledge_library/web/chunks/create_t3_gg_introduction/10-On this page.md;knowledge_library/web/chunks/create_t3_gg_introduction/11-More.md,,,,crawled_existing,no pdf link discovered
https://en.wikipedia.org/wiki/Diamond%E2%80%93Dybvig_model,LLM Trust Bench_ Research & Implementation.md,,,,knowledge_library/web/en_wikipedia_org_Diamond_E2_80_93Dybvig_model.md,knowledge_library/web/chunks/en_wikipedia_org_Diamond_E2_80_93Dybvig_model/01-preamble.md;knowledge_library/web/chunks/en_wikipedia_org_Diamond_E2_80_93Dybvig_model/02-Contents.md;knowledge_library/web/chunks/en_wikipedia_org_Diamond_E2_80_93Dybvig_model/03-Diamond–Dybvig model.md;knowledge_library/web/chunks/en_wikipedia_org_Diamond_E2_80_93Dybvig_model/04-Theory.md;knowledge_library/web/chunks/en_wikipedia_org_Diamond_E2_80_93Dybvig_model/05-Structure of the model.md;knowledge_library/web/chunks/en_wikipedia_org_Diamond_E2_80_93Dybvig_model/06-Nash equilibria of the model.md;knowledge_library/web/chunks/en_wikipedia_org_Diamond_E2_80_93Dybvig_model/07-Policy implications.md;knowledge_library/web/chunks/en_wikipedia_org_Diamond_E2_80_93Dybvig_model/08-Case from US economic history.md;knowledge_library/web/chunks/en_wikipedia_org_Diamond_E2_80_93Dybvig_model/09-See also.md;knowledge_library/web/chunks/en_wikipedia_org_Diamond_E2_80_93Dybvig_model/10-References.md;knowledge_library/web/chunks/en_wikipedia_org_Diamond_E2_80_93Dybvig_model/11-Further reading.md,,,,crawled_existing,no pdf link discovered
https://github.com/T3-Content/skatebench,LLM Trust Bench_ Research & Implementation.md,,,,knowledge_library/web/github_com_skatebench.md,"knowledge_library/web/chunks/github_com_skatebench/01-preamble.md;knowledge_library/web/chunks/github_com_skatebench/02-Navigation Menu.md;knowledge_library/web/chunks/github_com_skatebench/03-Search code, repositories, users, issues, pull requests....md;knowledge_library/web/chunks/github_com_skatebench/04-Provide feedback.md;knowledge_library/web/chunks/github_com_skatebench/05-Saved searches.md;knowledge_library/web/chunks/github_com_skatebench/06-Use saved searches to filter your results more quickly.md;knowledge_library/web/chunks/github_com_skatebench/07-License.md;knowledge_library/web/chunks/github_com_skatebench/08-[ Uh oh!  ](https---github.com-T3-Content-skatebench-security).md;knowledge_library/web/chunks/github_com_skatebench/09-T3-Content-skatebench.md;knowledge_library/web/chunks/github_com_skatebench/10-Folders and files.md;knowledge_library/web/chunks/github_com_skatebench/11-Latest commit.md;knowledge_library/web/chunks/github_com_skatebench/12-History.md;knowledge_library/web/chunks/github_com_skatebench/13-Repository files navigation.md;knowledge_library/web/chunks/github_com_skatebench/14-skatebench.md;knowledge_library/web/chunks/github_com_skatebench/15-About.md;knowledge_library/web/chunks/github_com_skatebench/16-Resources.md;knowledge_library/web/chunks/github_com_skatebench/17-License.md;knowledge_library/web/chunks/github_com_skatebench/18-Uh oh!.md;knowledge_library/web/chunks/github_com_skatebench/19-Stars.md;knowledge_library/web/chunks/github_com_skatebench/20-Watchers.md;knowledge_library/web/chunks/github_com_skatebench/21-Forks.md;knowledge_library/web/chunks/github_com_skatebench/22-[Releases](https---github.com-T3-Content-skatebench-releases).md;knowledge_library/web/chunks/github_com_skatebench/23-[Packages 0](https---github.com-orgs-T3-Content-packages-repo_name=skatebench).md;knowledge_library/web/chunks/github_com_skatebench/24-Languages.md;knowledge_library/web/chunks/github_com_skatebench/25-Footer.md;knowledge_library/web/chunks/github_com_skatebench/26-Footer navigation.md",,,,crawled_existing,no pdf link discovered
https://github.com/camel-ai/agent-trust,LLM Trust Bench_ Research & Implementation.md,,,,knowledge_library/web/github_com_agent_trust.md,"knowledge_library/web/chunks/github_com_agent_trust/01-preamble.md;knowledge_library/web/chunks/github_com_agent_trust/02-Navigation Menu.md;knowledge_library/web/chunks/github_com_agent_trust/03-Search code, repositories, users, issues, pull requests....md;knowledge_library/web/chunks/github_com_agent_trust/04-Provide feedback.md;knowledge_library/web/chunks/github_com_agent_trust/05-Saved searches.md;knowledge_library/web/chunks/github_com_agent_trust/06-Use saved searches to filter your results more quickly.md;knowledge_library/web/chunks/github_com_agent_trust/07-[ Uh oh!  ](https---github.com-camel-ai-agent-trust-security).md;knowledge_library/web/chunks/github_com_agent_trust/08-camel-ai-agent-trust.md;knowledge_library/web/chunks/github_com_agent_trust/09-Folders and files.md;knowledge_library/web/chunks/github_com_agent_trust/10-Latest commit.md;knowledge_library/web/chunks/github_com_agent_trust/11-History.md;knowledge_library/web/chunks/github_com_agent_trust/12-Repository files navigation.md;knowledge_library/web/chunks/github_com_agent_trust/13-Can Large Language Model Agents Simulate Human Trust Behavior- (NeurIPS 2024).md;knowledge_library/web/chunks/github_com_agent_trust/14-Framework.md;knowledge_library/web/chunks/github_com_agent_trust/15-Experiment Results.md;knowledge_library/web/chunks/github_com_agent_trust/16-Setting Up the Experiment Environment.md;knowledge_library/web/chunks/github_com_agent_trust/17-Running Trust Games Demos Locally.md;knowledge_library/web/chunks/github_com_agent_trust/18-Non-Repeated Trust Game Demo.md;knowledge_library/web/chunks/github_com_agent_trust/19-Repeated Trust Game Demo.md;knowledge_library/web/chunks/github_com_agent_trust/20-Experiment Code Overview.md;knowledge_library/web/chunks/github_com_agent_trust/21-Open-Source Models.md;knowledge_library/web/chunks/github_com_agent_trust/22-Game Prompts.md;knowledge_library/web/chunks/github_com_agent_trust/23-Running the Experiments.md;knowledge_library/web/chunks/github_com_agent_trust/24-No Repeated Trust Game.md;knowledge_library/web/chunks/github_com_agent_trust/25-Repeated Trust Game Experiment.md;knowledge_library/web/chunks/github_com_agent_trust/26-Web Interface for Experiments.md;knowledge_library/web/chunks/github_com_agent_trust/27-Citation.md;knowledge_library/web/chunks/github_com_agent_trust/28-About.md;knowledge_library/web/chunks/github_com_agent_trust/29-Resources.md;knowledge_library/web/chunks/github_com_agent_trust/30-Uh oh!.md;knowledge_library/web/chunks/github_com_agent_trust/31-Stars.md;knowledge_library/web/chunks/github_com_agent_trust/32-Watchers.md;knowledge_library/web/chunks/github_com_agent_trust/33-Forks.md;knowledge_library/web/chunks/github_com_agent_trust/34-[Releases](https---github.com-camel-ai-agent-trust-releases).md;knowledge_library/web/chunks/github_com_agent_trust/35-[Packages 0](https---github.com-orgs-camel-ai-packages-repo_name=agent-trust).md;knowledge_library/web/chunks/github_com_agent_trust/36-Uh oh!.md;knowledge_library/web/chunks/github_com_agent_trust/37-[Contributors 3](https---github.com-camel-ai-agent-trust-graphs-contributors).md;knowledge_library/web/chunks/github_com_agent_trust/38-Languages.md;knowledge_library/web/chunks/github_com_agent_trust/39-Footer.md;knowledge_library/web/chunks/github_com_agent_trust/40-Footer navigation.md",,,,crawled_existing,no pdf link discovered
https://ideas.repec.org/p/arx/papers/2301.07543.html,LLM Trust Bench_ Research & Implementation.md,,,,knowledge_library/web/ideas_repec_org_2301_07543_html.md,"knowledge_library/web/chunks/ideas_repec_org_2301_07543_html/01-preamble.md;knowledge_library/web/chunks/ideas_repec_org_2301_07543_html/02-Browse Econ Literature.md;knowledge_library/web/chunks/ideas_repec_org_2301_07543_html/03-More features.md;knowledge_library/web/chunks/ideas_repec_org_2301_07543_html/04-Large Language Models as Simulated Economic Agents- What Can We Learn from Homo Silicus-.md;knowledge_library/web/chunks/ideas_repec_org_2301_07543_html/05-Author.md;knowledge_library/web/chunks/ideas_repec_org_2301_07543_html/06-Abstract.md;knowledge_library/web/chunks/ideas_repec_org_2301_07543_html/07-Suggested Citation.md;knowledge_library/web/chunks/ideas_repec_org_2301_07543_html/08-Download full text from publisher.md;knowledge_library/web/chunks/ideas_repec_org_2301_07543_html/09-References listed on IDEAS.md;knowledge_library/web/chunks/ideas_repec_org_2301_07543_html/10-Most related items.md;knowledge_library/web/chunks/ideas_repec_org_2301_07543_html/11-More about this item.md;knowledge_library/web/chunks/ideas_repec_org_2301_07543_html/12-NEP fields.md;knowledge_library/web/chunks/ideas_repec_org_2301_07543_html/13-Statistics.md;knowledge_library/web/chunks/ideas_repec_org_2301_07543_html/14-Corrections.md;knowledge_library/web/chunks/ideas_repec_org_2301_07543_html/15-More services and features.md;knowledge_library/web/chunks/ideas_repec_org_2301_07543_html/16-[MyIDEAS Follow serials, authors, keywords & more ](https---ideas.repec.org-cgi-bin-myideas.cgi) #### [Author registrati-b1d940.md;knowledge_library/web/chunks/ideas_repec_org_2301_07543_html/17-[MPRA  Upload your paper to be listed on RePEc and IDEAS ](http---mpra.ub.uni-muenchen.de-) #### [New papers by email  S-d54efb.md;knowledge_library/web/chunks/ideas_repec_org_2301_07543_html/18-About RePEc.md;knowledge_library/web/chunks/ideas_repec_org_2301_07543_html/19-[RePEc home  Initiative for open bibliographies in Economics ](http---repec.org-) #### [Blog  News about RePEc ](http----934cc4.md;knowledge_library/web/chunks/ideas_repec_org_2301_07543_html/20-Help us.md;knowledge_library/web/chunks/ideas_repec_org_2301_07543_html/21-[Corrections Found an error or omission- ](https---ideas.repec.org-corrections.html) #### [Volunteers Opportunities to h-0f9026.md",,,,crawled_existing,no pdf link discovered
https://llm-guardrails-security.github.io/presentations/ACL_2025_Tutorial_LLM_Guardrails_Security_Agent_Safety.pdf,LLM Trust Bench_ Research & Implementation.md,https://llm-guardrails-security.github.io/presentations/ACL_2025_Tutorial_LLM_Guardrails_Security_Agent_Safety.pdf,knowledge_library/papers/llm-guardrails-security_github_io_ACL_2025_Tutorial_LLM_Guardrails_Security_Agent_Safety.pdf,knowledge_library/docling/llm-guardrails-security_github_io_ACL_2025_Tutorial_LLM_Guardrails_Security_Agent_Safety,,,knowledge_library/docling/llm-guardrails-security_github_io_ACL_2025_Tutorial_LLM_Guardrails_Security_Agent_Safety/toc.md,knowledge_library/docling/llm-guardrails-security_github_io_ACL_2025_Tutorial_LLM_Guardrails_Security_Agent_Safety/toc.json,knowledge_library/docling/llm-guardrails-security_github_io_ACL_2025_Tutorial_LLM_Guardrails_Security_Agent_Safety/chunks,converted_existing,
